player_name,preferred_foot,date_of_birth,appearances_sub,goals,assists,xa,xg,touches_in_opposition_box,crosses_completed,pass_accuracy,long_pass_accuracy,minutes_played,dribbles_completed,duels_won,aerial_duels_won,total_tackles,interceptions,blocks,red_cards,yellow_cards,fouls,offsides,all_stats_on_page
Joe Aribo,Left,21/07/1996,32 (11),3,0,1.25,2.7,8,46,"1,031 (90%)",31 (52%),"2,018",43 (49%),121,26,47,20,11,0,1,20,1,"{'Nationality': 'Nigeria', 'Preferred Foot': 'Left', 'Date of Birth': '21/07/1996', 'Appearances (Sub)': '32 (11)', 'Goals': '3', 'XG': '2.7', 'XA': '1.25', 'Shots On Target Inside the Box': '8', 'Touches in the Opposition Box': '46', 'Hit Woodwork': '2', 'Crosses (Completed %)': '10 (20%)', 'Passes (Completed %)': '1,031 (90%)', 'Long Passes (Completed %)': '31 (52%)', 'Minutes Played': '2,018', 'Dribbles (Completed %)': '43 (49%)', 'Duels Won': '121', 'Aerial Duels Won': '26', 'Total Tackles': '47', 'Interceptions': '20', 'Blocks': '11', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '20', 'Offsides': '1'}"
Adam Armstrong,Right,10/02/1997,20 (5),2,2,0.57,3.28,12,3,269 (84%),10 (40%),"1,252",14 (43%),28,5,12,3,1,0,4,12,9,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '10/02/1997', 'Appearances (Sub)': '20 (5)', 'Goals': '2', 'Assists': '2', 'XG': '3.28', 'XA': '0.57', 'Shots On Target Inside the Box': '12', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '52', 'Penalties Taken': '1', 'Hit Woodwork': '1', 'Crosses (Completed %)': '14 (21%)', 'Passes (Completed %)': '269 (84%)', 'Long Passes (Completed %)': '10 (40%)', 'Minutes Played': '1,252', 'Dribbles (Completed %)': '14 (43%)', 'Duels Won': '28', 'Aerial Duels Won': '5', 'Total Tackles': '12', 'Interceptions': '3', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '4', 'Fouls': '12', 'Offsides': '9'}"
Harrison Armstrong,Right,19/01/2007,3 (3),0,0,2,0,0,0,13 (54%),4 (25%),47,3,0,0,0,1,2,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '19/01/2007', 'Appearances (Sub)': '3 (3)', 'XG': '0.37', 'XA': '0', 'Touches in the Opposition Box': '2', 'Passes (Completed %)': '13 (54%)', 'Long Passes (Completed %)': '4 (25%)', 'Minutes Played': '47', 'Duels Won': '3', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '2'}"
Stuart Armstrong,Right,30/03/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Right', 'Date of Birth': '30/03/1992'}"
Kepa,Right,03/10/1994,31,39,8,0,4,0,0,901 (70%),436 (40%),0,3,2,0,0,0,0,0,0,0,0,"{'Nationality': 'Spain', 'Preferred Foot': 'Right', 'Date of Birth': '03/10/1994', 'Appearances': '31', 'Goals Conceded': '39', 'Clean Sheets': '8', 'Saves Made': '97', 'Penalties Faced': '4', 'Passes (Completed %)': '901 (70%)', 'Long Passes (Completed %)': '436 (40%)', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '2'}"
Benjamin Arthur,Right,09/10/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '09/10/2005', 'Red Cards': '0', 'Yellow Cards': '0'}"
Marco Asensio,Left,21/01/1996,13 (4),3,1,1.16,4.43,8,5,272 (86%),10 (50%),745,17 (71%),27,0,7,2,1,0,2,11,2,"{'Nationality': 'Spain', 'Preferred Foot': 'Left', 'Date of Birth': '21/01/1996', 'Appearances (Sub)': '13 (4)', 'Goals': '3', 'Assists': '1', 'XG': '4.43', 'XA': '1.16', 'Shots On Target Inside the Box': '8', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '30', 'Penalties Taken': '2', 'Hit Woodwork': '1', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '19 (16%)', 'Passes (Completed %)': '272 (86%)', 'Long Passes (Completed %)': '10 (50%)', 'Corners Taken': '23', 'Minutes Played': '745', 'Dribbles (Completed %)': '17 (71%)', 'Duels Won': '27', 'Total Tackles': '7', 'Interceptions': '2', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '11', 'Offsides': '2'}"
Harrison Ashby,Right,14/11/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Right', 'Date of Birth': '14/11/2001'}"
Noël Atom,Left,05/01/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Germany', 'Preferred Foot': 'Left', 'Date of Birth': '05/01/2005'}"
Brandon Austin,Right,08/01/1999,1,2,0,0,0,0,0,27 (67%),13 (31%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '08/01/1999', 'Appearances': '1', 'Goals Conceded': '2', 'Saves Made': '2', 'Passes (Completed %)': '27 (67%)', 'Long Passes (Completed %)': '13 (31%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
Taiwo Awoniyi,Right,12/08/1997,26 (23),1,0,0.12,2.12,4,23,94 (65%),4 (25%),400,9 (44%),33,14,6,0,0,0,0,8,1,"{'Nationality': 'Nigeria', 'Preferred Foot': 'Right', 'Date of Birth': '12/08/1997', 'Appearances (Sub)': '26 (23)', 'Goals': '1', 'XG': '2.12', 'XA': '0.12', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '23', 'Passes (Completed %)': '94 (65%)', 'Long Passes (Completed %)': '4 (25%)', 'Minutes Played': '400', 'Dribbles (Completed %)': '9 (44%)', 'Duels Won': '33', 'Aerial Duels Won': '14', 'Total Tackles': '6', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '8', 'Offsides': '1'}"
Yasin Ayari,Right,06/10/2003,34 (12),2,1,2.64,2.44,9,3,900 (85%),37 (32%),"1,966",36 (50%),119,16,59,20,6,0,4,37,3,"{'Nationality': 'Sweden', 'Preferred Foot': 'Right', 'Date of Birth': '06/10/2003', 'Appearances (Sub)': '34 (12)', 'Goals': '2', 'Assists': '1', 'XG': '2.44', 'XA': '2.64', 'Shots On Target Inside the Box': '9', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '48', 'Hit Woodwork': '1', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '22 (27%)', 'Passes (Completed %)': '900 (85%)', 'Long Passes (Completed %)': '37 (32%)', 'Corners Taken': '37', 'Minutes Played': '1,966', 'Dribbles (Completed %)': '36 (50%)', 'Duels Won': '119', 'Aerial Duels Won': '16', 'Total Tackles': '59', 'Interceptions': '20', 'Blocks': '6', 'Red Cards': '0', 'Yellow Cards': '4', 'Fouls': '37', 'Offsides': '3'}"
Jordan Ayew,Right,11/09/1991,31 (12),5,0,0.01,0.46,58,1 (1),483 (80%),26 (35%),"1,664",58 (45%),151,40,28,12,2,0,6,31,7,"{'Nationality': 'Ghana', 'Preferred Foot': 'Right', 'Date of Birth': '11/09/1991', 'Appearances (Sub)': '31 (12)', 'Goals': '5', 'XG': '0.46', 'XA': '0.01', 'Touches in the Opposition Box': '58', 'Penalties Taken (Scored)': '1 (1)', 'Crosses (Completed %)': '32 (22%)', 'Passes (Completed %)': '483 (80%)', 'Long Passes (Completed %)': '26 (35%)', 'Corners Taken': '29', 'Minutes Played': '1,664', 'Dribbles (Completed %)': '58 (45%)', 'Duels Won': '151', 'Aerial Duels Won': '40', 'Total Tackles': '28', 'Interceptions': '12', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '6', 'Fouls': '31', 'Offsides': '7'}"
Leon Ayinde,05/09/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Date of Birth': '05/09/2004'}"
Rayan Aït-Nouri,Left,06/06/2001,37,4,7,4,2.69,20,4,"1,377 (87%)",65 (32%),"3,127",119 (53%),220,22,89,26,6,1,5,30,6,"{'Nationality': 'Algeria', 'Preferred Foot': 'Left', 'Date of Birth': '06/06/2001', 'Appearances': '37', 'Goals': '4', 'Assists': '7', 'XG': '2.69', 'XA': '4', 'Shots On Target Inside the Box': '20', 'Shots On Target Outside the Box': '4', 'Touches in the Opposition Box': '104', 'Hit Woodwork': '1', 'Crosses (Completed %)': '63 (22%)', 'Passes (Completed %)': '1,377 (87%)', 'Long Passes (Completed %)': '65 (32%)', 'Corners Taken': '30', 'Minutes Played': '3,127', 'Dribbles (Completed %)': '119 (53%)', 'Duels Won': '220', 'Aerial Duels Won': '22', 'Total Tackles': '89', 'Interceptions': '26', 'Blocks': '6', 'Red Cards': '1', 'Yellow Cards': '5', 'Fouls': '30', 'Offsides': '6'}"
Benoît Badiashile,Left,26/03/2001,5 (2),0,0,0,0,0,0,303 (90%),22 (59%),333,19,8,0,9,6,2,0,0,6,0,"{'Nationality': 'France', 'Preferred Foot': 'Left', 'Date of Birth': '26/03/2001', 'Appearances (Sub)': '5 (2)', 'XA': '0.08', 'Passes (Completed %)': '303 (90%)', 'Long Passes (Completed %)': '22 (59%)', 'Minutes Played': '333', 'Duels Won': '19', 'Aerial Duels Won': '8', 'Total Tackles': '9', 'Interceptions': '6', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '6'}"
Elkan Baggott,Left,23/10/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Indonesia', 'Preferred Foot': 'Left', 'Date of Birth': '23/10/2002'}"
Leon Bailey,Left,09/08/1997,24 (10),1,2,2.95,1.73,13,74,352 (78%),21 (67%),"1,143",46 (48%),53,6,7,3,0,0,3,12,3,"{'Nationality': 'Jamaica', 'Preferred Foot': 'Left', 'Date of Birth': '09/08/1997', 'Appearances (Sub)': '24 (10)', 'Goals': '1', 'Assists': '2', 'XG': '1.73', 'XA': '2.95', 'Shots On Target Inside the Box': '13', 'Touches in the Opposition Box': '74', 'Hit Woodwork': '3', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '25 (8%)', 'Passes (Completed %)': '352 (78%)', 'Long Passes (Completed %)': '21 (67%)', 'Corners Taken': '17', 'Minutes Played': '1,143', 'Dribbles (Completed %)': '46 (48%)', 'Duels Won': '53', 'Aerial Duels Won': '6', 'Total Tackles': '7', 'Interceptions': '3', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '12', 'Offsides': '3'}"
Stefan Bajcetic,Right,22/10/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Spain', 'Preferred Foot': 'Right', 'Date of Birth': '22/10/2004'}"
Benicio Baker-Boaitey,09/01/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '09/01/2004'}"
Ellery Balcombe,Right,15/10/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '15/10/1999'}"
Carlos Baleba,Left,03/01/2004,34 (3),3,1,1.21,3.08,4,22,"1,300 (88%)",112 (58%),"2,670",53 (62%),199,39,79,46,11,1,6,40,0,"{'Nationality': 'Cameroon', 'Preferred Foot': 'Left', 'Date of Birth': '03/01/2004', 'Appearances (Sub)': '34 (3)', 'Goals': '3', 'Assists': '1', 'XG': '3.08', 'XA': '1.21', 'Shots On Target Inside the Box': '4', 'Shots On Target Outside the Box': '22', 'Touches in the Opposition Box': '14', 'Hit Woodwork': '1', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '9 (33%)', 'Passes (Completed %)': '1,300 (88%)', 'Long Passes (Completed %)': '112 (58%)', 'Minutes Played': '2,670', 'Dribbles (Completed %)': '53 (62%)', 'Duels Won': '199', 'Aerial Duels Won': '39', 'Total Tackles': '79', 'Interceptions': '46', 'Blocks': '11', 'Red Cards': '1', 'Yellow Cards': '6', 'Fouls': '40'}"
Dominic Ball,Right,02/08/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '02/08/1995'}"
Dom Ballard,01/04/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '01/04/2005'}"
Emilio Ballard-Matthews,Both,11/08/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Both', 'Date of Birth': '11/08/2008'}"
Fodé Ballo-Touré,Left,03/01/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Senegal', 'Preferred Foot': 'Left', 'Date of Birth': '03/01/1997'}"
Shandon Baptiste,Right,08/04/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Grenada', 'Preferred Foot': 'Right', 'Date of Birth': '08/04/1998'}"
Ricardo Pereira,Right,06/10/1993,10 (6),0,0,5,0.08,0,0,210 (83%),13 (77%),385,8 (75%),31,4,13,4,3,0,1,6,0,"{'Nationality': 'Portugal', 'Preferred Foot': 'Right', 'Date of Birth': '06/10/1993', 'Appearances (Sub)': '10 (6)', 'XG': '0.09', 'XA': '0.08', 'Touches in the Opposition Box': '5', 'Passes (Completed %)': '210 (83%)', 'Long Passes (Completed %)': '13 (77%)', 'Minutes Played': '385', 'Dribbles (Completed %)': '8 (75%)', 'Duels Won': '31', 'Aerial Duels Won': '4', 'Total Tackles': '13', 'Interceptions': '4', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '6'}"
Valentín Barco,Left,23/07/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Argentina', 'Preferred Foot': 'Left', 'Date of Birth': '23/07/2004', 'Red Cards': '0', 'Yellow Cards': '0'}"
Owen Barker,Right,23/02/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '23/02/2005'}"
Ross Barkley,Right,05/12/1993,20 (17),3,1,0.43,1.76,4,3,392 (86%),16 (56%),569,16 (75%),35,6,14,10,3,0,3,8,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '05/12/1993', 'Appearances (Sub)': '20 (17)', 'Goals': '3', 'Assists': '1', 'XG': '1.76', 'XA': '0.43', 'Shots On Target Inside the Box': '4', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '19', 'Passes (Completed %)': '392 (86%)', 'Long Passes (Completed %)': '16 (56%)', 'Minutes Played': '569', 'Dribbles (Completed %)': '16 (75%)', 'Duels Won': '35', 'Aerial Duels Won': '6', 'Total Tackles': '14', 'Interceptions': '10', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '8'}"
Harvey Barnes,Right,09/12/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '09/12/1997'}"
Ty Barnett,Right,03/08/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '03/08/2005'}"
Enzo Barrenechea,Left,22/05/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Argentina', 'Preferred Foot': 'Left', 'Date of Birth': '22/05/2001'}"
Luca Barrington,12/12/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '12/12/2004'}"
Calvin Bassey,Left,31/12/1999,35 (1),1,0,0.44,1.02,4,4,"2,137 (90%)",183 (49%),"3,074",26 (58%),144,44,54,20,17,0,7,26,2,"{'Nationality': 'Nigeria', 'Preferred Foot': 'Left', 'Date of Birth': '31/12/1999', 'Appearances (Sub)': '35 (1)', 'Goals': '1', 'XG': '1.02', 'XA': '0.44', 'Shots On Target Inside the Box': '4', 'Shots On Target Outside the Box': '4', 'Touches in the Opposition Box': '19', 'Crosses (Completed %)': '8 (13%)', 'Passes (Completed %)': '2,137 (90%)', 'Long Passes (Completed %)': '183 (49%)', 'Minutes Played': '3,074', 'Dribbles (Completed %)': '26 (58%)', 'Duels Won': '144', 'Aerial Duels Won': '44', 'Total Tackles': '54', 'Interceptions': '20', 'Blocks': '17', 'Red Cards': '0', 'Yellow Cards': '7', 'Fouls': '26', 'Offsides': '2'}"
Callum Bates,Right,28/09/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '28/09/2005', 'Red Cards': '0', 'Yellow Cards': '0'}"
Stevie Bausor,11/05/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '11/05/2005'}"
Altay Bayindir,Right,14/04/1998,4,10,1,0,0,0,0,140 (57%),77 (27%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Turkey', 'Preferred Foot': 'Right', 'Date of Birth': '14/04/1998', 'Appearances': '4', 'Goals Conceded': '10', 'Clean Sheets': '1', 'Saves Made': '8', 'Passes (Completed %)': '140 (57%)', 'Long Passes (Completed %)': '77 (27%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
Gavin Bazunu,Right,20/02/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '20/02/2002'}"
Eddie Beach,Right,09/10/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Right', 'Date of Birth': '09/10/2003'}"
Owen Beck,Left,09/08/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Left', 'Date of Birth': '09/08/2002'}"
Alisson Becker,Right,02/10/1992,28,29,9,0,1,0,0,829 (81%),240 (36%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '02/10/1992', 'Appearances': '28', 'Goals Conceded': '29', 'Clean Sheets': '9', 'Saves Made': '78', 'Penalties Faced': '1', 'Passes (Completed %)': '829 (81%)', 'Long Passes (Completed %)': '240 (36%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
Jan Bednarek,Right,12/04/1996,30,2,0,0.85,0.65,2,15,"1,683 (93%)",104 (59%),"2,535",123,72,0,36,56,36,0,7,31,0,"{'Nationality': 'Poland', 'Preferred Foot': 'Right', 'Date of Birth': '12/04/1996', 'Appearances': '30', 'Goals': '2', 'XG': '0.65', 'XA': '0.85', 'Shots On Target Inside the Box': '2', 'Touches in the Opposition Box': '15', 'Passes (Completed %)': '1,683 (93%)', 'Long Passes (Completed %)': '104 (59%)', 'Minutes Played': '2,535', 'Duels Won': '123', 'Aerial Duels Won': '72', 'Total Tackles': '36', 'Interceptions': '56', 'Blocks': '36', 'Red Cards': '0', 'Yellow Cards': '7', 'Fouls': '31'}"
Asmir Begovic,Right,20/06/1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Bosnia & Herzegovina', 'Preferred Foot': 'Right', 'Date of Birth': '20/06/1987', 'Red Cards': '0', 'Yellow Cards': '0'}"
Armel Bella-Kotchap,Right,11/12/2001,4 (2),0,0,1,0.02,0,0,223 (91%),18 (39%),329,15,6,0,7,5,2,0,0,3,0,"{'Nationality': 'Germany', 'Preferred Foot': 'Right', 'Date of Birth': '11/12/2001', 'Appearances (Sub)': '4 (2)', 'XG': '0.32', 'XA': '0.02', 'Touches in the Opposition Box': '1', 'Passes (Completed %)': '223 (91%)', 'Long Passes (Completed %)': '18 (39%)', 'Minutes Played': '329', 'Duels Won': '15', 'Aerial Duels Won': '6', 'Total Tackles': '7', 'Interceptions': '5', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '3'}"
Jean-Ricner Bellegarde,Right,27/06/1998,35 (15),2,7,2.75,1.53,4,50,551 (83%),28 (50%),"1,681",45 (31%),110,10,39,10,3,0,3,31,1,"{'Nationality': 'France', 'Preferred Foot': 'Right', 'Date of Birth': '27/06/1998', 'Appearances (Sub)': '35 (15)', 'Goals': '2', 'Assists': '7', 'XG': '1.53', 'XA': '2.75', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '50', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '38 (29%)', 'Passes (Completed %)': '551 (83%)', 'Long Passes (Completed %)': '28 (50%)', 'Corners Taken': '5', 'Minutes Played': '1,681', 'Dribbles (Completed %)': '45 (31%)', 'Duels Won': '110', 'Aerial Duels Won': '10', 'Total Tackles': '39', 'Interceptions': '10', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '31', 'Offsides': '1'}"
Steven Benda,Right,01/10/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Germany', 'Preferred Foot': 'Right', 'Date of Birth': '01/10/1998', 'Red Cards': '0', 'Yellow Cards': '0'}"
Lewys Benjamin,28/11/2006,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Date of Birth': '28/11/2006'}"
Rhys Bennett,Right,30/10/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '30/10/2003'}"
Saïd Benrahma,Right,10/08/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Algeria', 'Preferred Foot': 'Right', 'Date of Birth': '10/08/1995'}"
Rodrigo Bentancur,Right,25/06/1997,26 (5),2,0,1,1.33,8,26,"1,068 (88%)",39 (59%),"1,653",17 (53%),95,36,40,40,8,0,9,34,1,"{'Nationality': 'Uruguay', 'Preferred Foot': 'Right', 'Date of Birth': '25/06/1997', 'Appearances (Sub)': '26 (5)', 'Goals': '2', 'XG': '1.33', 'XA': '1', 'Shots On Target Inside the Box': '8', 'Touches in the Opposition Box': '26', 'Crosses (Completed %)': '4 (50%)', 'Passes (Completed %)': '1,068 (88%)', 'Long Passes (Completed %)': '39 (59%)', 'Minutes Played': '1,653', 'Dribbles (Completed %)': '17 (53%)', 'Duels Won': '95', 'Aerial Duels Won': '36', 'Total Tackles': '40', 'Interceptions': '40', 'Blocks': '8', 'Red Cards': '0', 'Yellow Cards': '9', 'Fouls': '34', 'Offsides': '1'}"
Dan Bentley,Right,13/07/1993,2,4,1,0,0,0,0,59 (73%),25 (36%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '13/07/1993', 'Appearances': '2', 'Goals Conceded': '4', 'Clean Sheets': '1', 'Saves Made': '8', 'Passes (Completed %)': '59 (73%)', 'Long Passes (Completed %)': '25 (36%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
Sander Berge,Right,14/02/1998,31 (5),0,0,2,0.63,14,0,"1,189 (92%)",85 (69%),"2,227",17 (65%),99,28,50,21,8,0,6,31,0,"{'Nationality': 'Norway', 'Preferred Foot': 'Right', 'Date of Birth': '14/02/1998', 'Appearances (Sub)': '31 (5)', 'XG': '0.35', 'XA': '0.63', 'Shots On Target Inside the Box': '2', 'Touches in the Opposition Box': '14', 'Passes (Completed %)': '1,189 (92%)', 'Long Passes (Completed %)': '85 (69%)', 'Minutes Played': '2,227', 'Dribbles (Completed %)': '17 (65%)', 'Duels Won': '99', 'Aerial Duels Won': '28', 'Total Tackles': '50', 'Interceptions': '21', 'Blocks': '8', 'Red Cards': '0', 'Yellow Cards': '6', 'Fouls': '31'}"
Lucas Bergström,Right,05/09/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Finland', 'Preferred Foot': 'Right', 'Date of Birth': '05/09/2002'}"
Lucas Bergvall,Right,02/02/2006,27 (16),1,0,7,0.82,23,1,688 (89%),43 (67%),"1,206",41 (51%),86,9,39,24,8,0,3,20,0,"{'Nationality': 'Sweden', 'Preferred Foot': 'Right', 'Date of Birth': '02/02/2006', 'Appearances (Sub)': '27 (16)', 'Assists': '1', 'XG': '0.7', 'XA': '0.82', 'Shots On Target Inside the Box': '7', 'Touches in the Opposition Box': '23', 'Hit Woodwork': '1', 'Crosses (Completed %)': '11 (27%)', 'Passes (Completed %)': '688 (89%)', 'Long Passes (Completed %)': '43 (67%)', 'Corners Taken': '8', 'Minutes Played': '1,206', 'Dribbles (Completed %)': '41 (51%)', 'Duels Won': '86', 'Aerial Duels Won': '9', 'Total Tackles': '39', 'Interceptions': '24', 'Blocks': '8', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '20'}"
Marcus Bettinelli,Right,24/05/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '24/05/1992', 'Red Cards': '0', 'Yellow Cards': '0'}"
Mika Biereth,Right,08/02/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Denmark', 'Preferred Foot': 'Right', 'Date of Birth': '08/02/2003'}"
Philip Billing,Left,11/06/1996,10 (9),0,0,2,0.95,12,4 (50%),90 (74%),6 (33%),176,23,6,0,14,5,0,0,1,3,0,"{'Nationality': 'Denmark', 'Preferred Foot': 'Left', 'Date of Birth': '11/06/1996', 'Appearances (Sub)': '10 (9)', 'XG': '0.56', 'XA': '0.95', 'Shots On Target Inside the Box': '2', 'Touches in the Opposition Box': '12', 'Crosses (Completed %)': '4 (50%)', 'Passes (Completed %)': '90 (74%)', 'Long Passes (Completed %)': '6 (33%)', 'Corners Taken': '6', 'Minutes Played': '176', 'Duels Won': '23', 'Aerial Duels Won': '6', 'Total Tackles': '14', 'Interceptions': '5', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '3'}"
Yves Bissouma,Right,30/08/1996,28 (12),2,0,0.63,0.63,4,5,846 (89%),43 (47%),"1,405",22 (32%),81,7,49,18,6,0,7,28,0,"{'Nationality': 'Mali', 'Preferred Foot': 'Right', 'Date of Birth': '30/08/1996', 'Appearances (Sub)': '28 (12)', 'Goals': '2', 'XG': '0.63', 'XA': '0.63', 'Shots On Target Outside the Box': '4', 'Touches in the Opposition Box': '5', 'Crosses (Completed %)': '2 (50%)', 'Passes (Completed %)': '846 (89%)', 'Long Passes (Completed %)': '43 (47%)', 'Minutes Played': '1,405', 'Dribbles (Completed %)': '22 (32%)', 'Duels Won': '81', 'Aerial Duels Won': '7', 'Total Tackles': '49', 'Interceptions': '18', 'Blocks': '6', 'Red Cards': '0', 'Yellow Cards': '7', 'Fouls': '28'}"
