player_name,preferred_foot,date_of_birth,appearances_sub,goals,assists,xa,xg,touches_in_opposition_box,crosses_completed,pass_accuracy,long_pass_accuracy,minutes_played,dribbles_completed,duels_won,aerial_duels_won,total_tackles,interceptions,blocks,red_cards,yellow_cards,fouls,offsides,all_stats_on_page
Justin Kluivert,Right,05/05/1999,34 (5),12,6,3.73,10.11,20,8,680 (81%),38 (61%),"2,356",76 (47%),100,8,23,14,0,0,8,47,5,"{'Nationality': 'Netherlands', 'Preferred Foot': 'Right', 'Date of Birth': '05/05/1999', 'Appearances (Sub)': '34 (5)', 'Goals': '12', 'Assists': '6', 'XG': '10.11', 'XA': '3.73', 'Shots On Target Inside the Box': '20', 'Shots On Target Outside the Box': '8', 'Touches in the Opposition Box': '154', 'Penalties Taken (Scored)': '6 (6)', 'Hit Woodwork': '2', 'Crosses (Completed %)': '53 (23%)', 'Passes (Completed %)': '680 (81%)', 'Long Passes (Completed %)': '38 (61%)', 'Corners Taken': '35', 'Minutes Played': '2,356', 'Dribbles (Completed %)': '76 (47%)', 'Duels Won': '100', 'Aerial Duels Won': '8', 'Total Tackles': '23', 'Interceptions': '14', 'Red Cards': '0', 'Yellow Cards': '8', 'Fouls': '47', 'Offsides': '5'}"
Ben Knight,Left,14/06/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '14/06/2002'}"
Joe Knight,Right,21/09/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '21/09/2005', 'Red Cards': '0', 'Yellow Cards': '0'}"
Jacob Knightbridge,25/01/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '25/01/2004'}"
Gideon Kodua,02/10/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '02/10/2004'}"
Yunus Konak,Right,10/01/2006,10 (10),0,0,1,0.01,0,0,35 (71%),4 (75%),36,10,5,0,4,0,0,0,0,3,0,"{'Nationality': 'Turkey', 'Preferred Foot': 'Right', 'Date of Birth': '10/01/2006', 'Appearances (Sub)': '10 (10)', 'XG': '0.15', 'XA': '0.01', 'Touches in the Opposition Box': '1', 'Passes (Completed %)': '35 (71%)', 'Long Passes (Completed %)': '4 (75%)', 'Minutes Played': '36', 'Duels Won': '10', 'Aerial Duels Won': '5', 'Total Tackles': '4', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '3'}"
Ibrahima Konaté,Right,25/05/1999,31 (1),1,2,0.93,1.77,7,23,"1,897 (90%)",122 (37%),"2,565",5 (60%),137,75,40,17,15,0,5,27,0,"{'Nationality': 'France', 'Preferred Foot': 'Right', 'Date of Birth': '25/05/1999', 'Appearances (Sub)': '31 (1)', 'Goals': '1', 'Assists': '2', 'XG': '1.77', 'XA': '0.93', 'Shots On Target Inside the Box': '7', 'Touches in the Opposition Box': '23', 'Passes (Completed %)': '1,897 (90%)', 'Long Passes (Completed %)': '122 (37%)', 'Minutes Played': '2,565', 'Dribbles (Completed %)': '5 (60%)', 'Duels Won': '137', 'Aerial Duels Won': '75', 'Total Tackles': '40', 'Interceptions': '17', 'Blocks': '15', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '27'}"
Terence Kongolo,14/02/1994,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Netherlands', 'Date of Birth': '14/02/1994'}"
Ezri Konsa,Right,23/10/1997,34 (1),2,0,0.63,1.28,4,22,"1,633 (93%)",72 (46%),"2,937",15 (53%),120,31,34,24,11,0,1,9,1,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '23/10/1997', 'Appearances (Sub)': '34 (1)', 'Goals': '2', 'XG': '1.28', 'XA': '0.63', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '22', 'Hit Woodwork': '1', 'Passes (Completed %)': '1,633 (93%)', 'Long Passes (Completed %)': '72 (46%)', 'Minutes Played': '2,937', 'Dribbles (Completed %)': '15 (53%)', 'Duels Won': '120', 'Aerial Duels Won': '31', 'Total Tackles': '34', 'Interceptions': '24', 'Blocks': '11', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '9', 'Offsides': '1'}"
Sékou Koné,Right,03/02/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Mali', 'Preferred Foot': 'Right', 'Date of Birth': '03/02/2006', 'Red Cards': '0', 'Yellow Cards': '0'}"
Trent Koné-Doherty,Right,30/06/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '30/06/2006'}"
Lize Kop,Right,17/03/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Netherlands', 'Preferred Foot': 'Right', 'Date of Birth': '17/03/1998'}"
Lewis Koumas,Right,19/09/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Right', 'Date of Birth': '19/09/2005'}"
Cheikhou Kouyaté,21/12/1989,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Senegal', 'Date of Birth': '21/12/1989'}"
Mateo Kovacic,Right,06/05/1994,31 (6),6,2,3.23,1.88,4,21,"1,878 (93%)",79 (54%),"2,202",33 (67%),127,10,69,24,0,1,5,24,0,"{'Nationality': 'Croatia', 'Preferred Foot': 'Right', 'Date of Birth': '06/05/1994', 'Appearances (Sub)': '31 (6)', 'Goals': '6', 'Assists': '2', 'XG': '1.88', 'XA': '3.23', 'Shots On Target Inside the Box': '4', 'Shots On Target Outside the Box': '21', 'Touches in the Opposition Box': '19', 'Passes (Completed %)': '1,878 (93%)', 'Long Passes (Completed %)': '79 (54%)', 'Minutes Played': '2,202', 'Dribbles (Completed %)': '33 (67%)', 'Duels Won': '127', 'Aerial Duels Won': '10', 'Total Tackles': '69', 'Interceptions': '24', 'Red Cards': '1', 'Yellow Cards': '5', 'Fouls': '24'}"
Kacper Kozlowski,Right,16/10/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Poland', 'Preferred Foot': 'Right', 'Date of Birth': '16/10/2003'}"
Caleb Kporha,Right,15/07/2006,2 (2),0,0,0,2 (50%),0,0,4 (75%),0,11,2,0,0,2,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '15/07/2006', 'Appearances (Sub)': '2 (2)', 'XA': '0.02', 'Crosses (Completed %)': '2 (50%)', 'Passes (Completed %)': '4 (75%)', 'Minutes Played': '11', 'Duels Won': '2', 'Total Tackles': '2', 'Red Cards': '0', 'Yellow Cards': '0'}"
Emil Krafth,Right,02/08/1994,12 (10),0,0,5,0.03,2 (50%),0,140 (79%),10 (30%),334,14,8,0,4,2,4,0,2,5,0,"{'Nationality': 'Sweden', 'Preferred Foot': 'Right', 'Date of Birth': '02/08/1994', 'Appearances (Sub)': '12 (10)', 'XG': '0.03', 'XA': '0.03', 'Touches in the Opposition Box': '5', 'Crosses (Completed %)': '2 (50%)', 'Passes (Completed %)': '140 (79%)', 'Long Passes (Completed %)': '10 (30%)', 'Minutes Played': '334', 'Duels Won': '14', 'Aerial Duels Won': '8', 'Total Tackles': '4', 'Interceptions': '2', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '5'}"
Victor Kristiansen,Left,16/12/2002,30 (1),1,0,17,1.73,68 (32%),0,"1,027 (82%)",106 (40%),"2,489",17 (47%),135,23,87,42,15,0,1,19,3,"{'Nationality': 'Denmark', 'Preferred Foot': 'Left', 'Date of Birth': '16/12/2002', 'Appearances (Sub)': '30 (1)', 'Assists': '1', 'XG': '0.13', 'XA': '1.73', 'Touches in the Opposition Box': '17', 'Crosses (Completed %)': '68 (32%)', 'Passes (Completed %)': '1,027 (82%)', 'Long Passes (Completed %)': '106 (40%)', 'Corners Taken': '17', 'Minutes Played': '2,489', 'Dribbles (Completed %)': '17 (47%)', 'Duels Won': '135', 'Aerial Duels Won': '23', 'Total Tackles': '87', 'Interceptions': '42', 'Blocks': '15', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '19', 'Offsides': '3', 'Own Goals': '1'}"
Mohammed Kudus,Left,02/08/2000,32 (1),5,3,2.7,6.9,31,15,769 (90%),48 (75%),"2,601",190 (48%),205,11,38,4,1,1,2,39,18,"{'Nationality': 'Ghana', 'Preferred Foot': 'Left', 'Date of Birth': '02/08/2000', 'Appearances (Sub)': '32 (1)', 'Goals': '5', 'Assists': '3', 'XG': '6.9', 'XA': '2.7', 'Shots On Target Inside the Box': '31', 'Shots On Target Outside the Box': '15', 'Touches in the Opposition Box': '141', 'Hit Woodwork': '6', 'Crosses (Completed %)': '81 (26%)', 'Passes (Completed %)': '769 (90%)', 'Long Passes (Completed %)': '48 (75%)', 'Corners Taken': '1', 'Minutes Played': '2,601', 'Dribbles (Completed %)': '190 (48%)', 'Duels Won': '205', 'Aerial Duels Won': '11', 'Total Tackles': '38', 'Interceptions': '4', 'Blocks': '1', 'Red Cards': '1', 'Yellow Cards': '2', 'Fouls': '39', 'Offsides': '18'}"
Godwill Kukonki,Left,06/02/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '06/02/2008', 'Red Cards': '0', 'Yellow Cards': '0'}"
Dejan Kulusevski,Left,25/04/2000,32 (5),7,4,3.93,4.23,24,6,789 (81%),26 (54%),"2,391",109 (35%),131,10,45,13,5,0,3,48,5,"{'Nationality': 'Sweden', 'Preferred Foot': 'Left', 'Date of Birth': '25/04/2000', 'Appearances (Sub)': '32 (5)', 'Goals': '7', 'Assists': '4', 'XG': '4.23', 'XA': '3.93', 'Shots On Target Inside the Box': '24', 'Shots On Target Outside the Box': '6', 'Touches in the Opposition Box': '180', 'Crosses (Completed %)': '63 (11%)', 'Passes (Completed %)': '789 (81%)', 'Long Passes (Completed %)': '26 (54%)', 'Corners Taken': '62', 'Minutes Played': '2,391', 'Dribbles (Completed %)': '109 (35%)', 'Duels Won': '131', 'Aerial Duels Won': '10', 'Total Tackles': '45', 'Interceptions': '13', 'Blocks': '5', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '48', 'Offsides': '5'}"
Garang Kuol,Right,15/09/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Australia', 'Preferred Foot': 'Right', 'Date of Birth': '15/09/2004'}"
Rio Kyerematen,Right,09/06/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '09/06/2005'}"
Maxence Lacroix,Right,06/04/2000,35,1,1,1.05,3.46,7,3,"1,468 (82%)",238 (45%),"3,118",12 (67%),155,61,68,54,22,0,5,34,1,"{'Nationality': 'France', 'Preferred Foot': 'Right', 'Date of Birth': '06/04/2000', 'Appearances': '35', 'Goals': '1', 'Assists': '1', 'XG': '3.46', 'XA': '1.05', 'Shots On Target Inside the Box': '7', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '46', 'Hit Woodwork': '1', 'Crosses (Completed %)': '7 (29%)', 'Passes (Completed %)': '1,468 (82%)', 'Long Passes (Completed %)': '238 (45%)', 'Minutes Played': '3,118', 'Dribbles (Completed %)': '12 (67%)', 'Duels Won': '155', 'Aerial Duels Won': '61', 'Total Tackles': '68', 'Interceptions': '54', 'Blocks': '22', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '34', 'Offsides': '1'}"
Freddie Ladapo,Right,01/02/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '01/02/1993'}"
Levi Laing,12/04/2003,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '12/04/2003'}"
Adam Lallana,Both,10/05/1988,14 (9),2,0,7,0.49,4 (75%),0,255 (85%),8 (38%),356,10 (50%),23,2,8,5,1,0,4,8,0,"{'Nationality': 'England', 'Preferred Foot': 'Both', 'Date of Birth': '10/05/1988', 'Appearances (Sub)': '14 (9)', 'Assists': '2', 'XG': '0.17', 'XA': '0.49', 'Touches in the Opposition Box': '7', 'Crosses (Completed %)': '4 (75%)', 'Passes (Completed %)': '255 (85%)', 'Long Passes (Completed %)': '8 (38%)', 'Minutes Played': '356', 'Dribbles (Completed %)': '10 (50%)', 'Duels Won': '23', 'Aerial Duels Won': '2', 'Total Tackles': '8', 'Interceptions': '5', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '4', 'Fouls': '8'}"
Tariq Lamptey,Right,30/09/2000,15 (5),2,2,0.79,0.39,12,27 (22%),324 (87%),25 (28%),860,28 (36%),38,1,17,7,7,0,0,15,0,"{'Nationality': 'Ghana', 'Preferred Foot': 'Right', 'Date of Birth': '30/09/2000', 'Appearances (Sub)': '15 (5)', 'Goals': '2', 'Assists': '2', 'XG': '0.39', 'XA': '0.79', 'Touches in the Opposition Box': '12', 'Crosses (Completed %)': '27 (22%)', 'Passes (Completed %)': '324 (87%)', 'Long Passes (Completed %)': '25 (28%)', 'Corners Taken': '1', 'Minutes Played': '860', 'Dribbles (Completed %)': '28 (36%)', 'Duels Won': '38', 'Aerial Duels Won': '1', 'Total Tackles': '17', 'Interceptions': '7', 'Blocks': '7', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '15'}"
Will Lankshear,Right,20/04/2005,3 (3),0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '20/04/2005', 'Appearances (Sub)': '3 (3)', 'Passes (Completed %)': '1 (0%)', 'Minutes Played': '10', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '2'}"
Juan Larios,Left,12/01/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Spain', 'Preferred Foot': 'Left', 'Date of Birth': '12/01/2004'}"
Jamaal Lascelles,Right,11/11/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '11/11/1993', 'Red Cards': '0', 'Yellow Cards': '0'}"
Roméo Lavia,Right,06/01/2004,16 (5),1,0,1,0.36,0,0,422 (92%),14 (71%),801,16 (63%),51,12,22,16,0,0,4,16,0,"{'Nationality': 'Belgium', 'Preferred Foot': 'Right', 'Date of Birth': '06/01/2004', 'Appearances (Sub)': '16 (5)', 'Assists': '1', 'XG': '0.26', 'XA': '0.36', 'Touches in the Opposition Box': '1', 'Passes (Completed %)': '422 (92%)', 'Long Passes (Completed %)': '14 (71%)', 'Minutes Played': '801', 'Dribbles (Completed %)': '16 (63%)', 'Duels Won': '51', 'Aerial Duels Won': '12', 'Total Tackles': '22', 'Interceptions': '16', 'Red Cards': '0', 'Yellow Cards': '4', 'Fouls': '16'}"
Nico Lawrence,Right,22/11/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '22/11/2003'}"
Zan-Luk Leban,Right,15/12/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Slovenia', 'Preferred Foot': 'Right', 'Date of Birth': '15/12/2002'}"
Emerson Royal,Right,14/01/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '14/01/1999'}"
Mario Lemina,Right,01/09/1993,17 (2),1,3,1.15,1.4,3,5,589 (81%),72 (53%),"1,363",14 (71%),94,25,51,27,7,0,4,17,4,"{'Nationality': 'Gabon', 'Preferred Foot': 'Right', 'Date of Birth': '01/09/1993', 'Appearances (Sub)': '17 (2)', 'Goals': '1', 'Assists': '3', 'XG': '1.4', 'XA': '1.15', 'Shots On Target Inside the Box': '3', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '19', 'Crosses (Completed %)': '10 (50%)', 'Passes (Completed %)': '589 (81%)', 'Long Passes (Completed %)': '72 (53%)', 'Minutes Played': '1,363', 'Dribbles (Completed %)': '14 (71%)', 'Duels Won': '94', 'Aerial Duels Won': '25', 'Total Tackles': '51', 'Interceptions': '27', 'Blocks': '7', 'Red Cards': '0', 'Yellow Cards': '4', 'Fouls': '17', 'Offsides': '4'}"
Noha Lemina,Right,17/06/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Gabon', 'Preferred Foot': 'Right', 'Date of Birth': '17/06/2005'}"
Clément Lenglet,Left,17/06/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'France', 'Preferred Foot': 'Left', 'Date of Birth': '17/06/1995'}"
Bernd Leno,Right,04/03/1992,38,54,5,1 (25%),4,0,0,"1,236 (80%)",411 (41%),0,5,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Germany', 'Preferred Foot': 'Right', 'Date of Birth': '04/03/1992', 'Appearances': '38', 'Goals Conceded': '54', 'Clean Sheets': '5', 'Saves Made': '110', 'Penalties Faced': '4', 'Penalties Saved (%)': '1 (25%)', 'Passes (Completed %)': '1,236 (80%)', 'Long Passes (Completed %)': '411 (41%)', 'Assists': '1', 'Red Cards': '0', 'Yellow Cards': '5'}"
Marc Leonard,Right,19/12/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Right', 'Date of Birth': '19/12/2001'}"
Jefferson Lerma,Right,25/10/1994,33 (7),1,0,10,1.74,5,29,"1,055 (78%)",142 (38%),"2,276",11 (64%),122,45,35,42,18,0,9,35,0,"{'Nationality': 'Colombia', 'Preferred Foot': 'Right', 'Date of Birth': '25/10/1994', 'Appearances (Sub)': '33 (7)', 'Assists': '1', 'XG': '1.09', 'XA': '1.74', 'Shots On Target Inside the Box': '10', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '29', 'Crosses (Completed %)': '12 (42%)', 'Passes (Completed %)': '1,055 (78%)', 'Long Passes (Completed %)': '142 (38%)', 'Minutes Played': '2,276', 'Dribbles (Completed %)': '11 (64%)', 'Duels Won': '122', 'Aerial Duels Won': '45', 'Total Tackles': '35', 'Interceptions': '42', 'Blocks': '18', 'Red Cards': '0', 'Yellow Cards': '9', 'Fouls': '35'}"
Jamal Lewis,Left,25/01/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Northern Ireland', 'Preferred Foot': 'Left', 'Date of Birth': '25/01/1998'}"
Rico Lewis,Right,21/11/2004,28 (7),1,2,1.02,1.38,2,49,"1,204 (91%)",42 (50%),"1,891",20 (45%),79,6,30,13,7,1,3,12,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '21/11/2004', 'Appearances (Sub)': '28 (7)', 'Goals': '1', 'Assists': '2', 'XG': '1.38', 'XA': '1.02', 'Shots On Target Outside the Box': '2', 'Touches in the Opposition Box': '49', 'Hit Woodwork': '1', 'Passes (Completed %)': '1,204 (91%)', 'Long Passes (Completed %)': '42 (50%)', 'Minutes Played': '1,891', 'Dribbles (Completed %)': '20 (45%)', 'Duels Won': '79', 'Aerial Duels Won': '6', 'Total Tackles': '30', 'Interceptions': '13', 'Blocks': '7', 'Red Cards': '1', 'Yellow Cards': '3', 'Fouls': '12'}"
Keane Lewis-Potter,Right,22/02/2001,38 (2),1,3,4.93,3.06,8,10,"1,048 (81%)",142 (46%),"3,101",91 (45%),148,27,49,21,10,0,7,18,4,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '22/02/2001', 'Appearances (Sub)': '38 (2)', 'Goals': '1', 'Assists': '3', 'XG': '3.06', 'XA': '4.93', 'Shots On Target Inside the Box': '8', 'Shots On Target Outside the Box': '10', 'Touches in the Opposition Box': '77', 'Hit Woodwork': '1', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '76 (33%)', 'Passes (Completed %)': '1,048 (81%)', 'Long Passes (Completed %)': '142 (46%)', 'Corners Taken': '5', 'Minutes Played': '3,101', 'Dribbles (Completed %)': '91 (45%)', 'Duels Won': '148', 'Aerial Duels Won': '27', 'Total Tackles': '49', 'Interceptions': '21', 'Blocks': '10', 'Red Cards': '0', 'Yellow Cards': '7', 'Fouls': '18', 'Offsides': '4'}"
Myles Lewis-Skelly,Left,26/09/2006,23 (8),1,0,0.48,0.16,18,10 (40%),667 (94%),15 (47%),"1,370",21 (57%),92,11,22,7,1,2,3,11,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '26/09/2006', 'Appearances (Sub)': '23 (8)', 'Goals': '1', 'XG': '0.16', 'XA': '0.48', 'Touches in the Opposition Box': '18', 'Crosses (Completed %)': '10 (40%)', 'Passes (Completed %)': '667 (94%)', 'Long Passes (Completed %)': '15 (47%)', 'Minutes Played': '1,370', 'Dribbles (Completed %)': '21 (57%)', 'Duels Won': '92', 'Aerial Duels Won': '11', 'Total Tackles': '22', 'Interceptions': '7', 'Blocks': '1', 'Red Cards': '2', 'Yellow Cards': '3', 'Fouls': '11'}"
Victor Lindelöf,Right,17/07/1994,16 (10),0,0,0,4,0,0,380 (94%),19 (63%),697,25,17,0,7,8,4,0,1,8,0,"{'Nationality': 'Sweden', 'Preferred Foot': 'Right', 'Date of Birth': '17/07/1994', 'Appearances (Sub)': '16 (10)', 'XA': '0.1', 'Touches in the Opposition Box': '4', 'Passes (Completed %)': '380 (94%)', 'Long Passes (Completed %)': '19 (63%)', 'Minutes Played': '697', 'Duels Won': '25', 'Aerial Duels Won': '17', 'Total Tackles': '7', 'Interceptions': '8', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '8'}"
Jesper Lindstrøm,Right,29/02/2000,25 (10),1,0,6,1.95,12,44,348 (79%),22 (45%),"1,240",39 (21%),69,6,45,12,3,0,2,15,1,"{'Nationality': 'Denmark', 'Preferred Foot': 'Right', 'Date of Birth': '29/02/2000', 'Appearances (Sub)': '25 (10)', 'Assists': '1', 'XG': '2.12', 'XA': '1.95', 'Shots On Target Inside the Box': '6', 'Shots On Target Outside the Box': '12', 'Touches in the Opposition Box': '44', 'Free Kicks Scored (Scored)': '6 (6)', 'Crosses (Completed %)': '38 (24%)', 'Passes (Completed %)': '348 (79%)', 'Long Passes (Completed %)': '22 (45%)', 'Corners Taken': '25', 'Minutes Played': '1,240', 'Dribbles (Completed %)': '39 (21%)', 'Duels Won': '69', 'Aerial Duels Won': '6', 'Total Tackles': '45', 'Interceptions': '12', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '15', 'Offsides': '1'}"
Luis Guilherme,Left,09/02/2006,12 (11),0,0,2,0.14,5,1,58 (93%),2 (50%),139,11 (64%),14,2,1,3,0,0,0,0,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Left', 'Date of Birth': '09/02/2006', 'Appearances (Sub)': '12 (11)', 'XG': '0.42', 'XA': '0.14', 'Shots On Target Inside the Box': '2', 'Touches in the Opposition Box': '5', 'Hit Woodwork': '1', 'Crosses (Completed %)': '6 (33%)', 'Passes (Completed %)': '58 (93%)', 'Long Passes (Completed %)': '2 (50%)', 'Corners Taken': '2', 'Minutes Played': '139', 'Dribbles (Completed %)': '11 (64%)', 'Duels Won': '14', 'Aerial Duels Won': '2', 'Total Tackles': '1', 'Interceptions': '3', 'Red Cards': '0', 'Yellow Cards': '0'}"
Mateusz Lis,Right,27/02/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Poland', 'Preferred Foot': 'Right', 'Date of Birth': '27/02/1997'}"
Tino Livramento,Right,12/11/2002,37 (5),1,0,3,2.68,45,52 (21%),"1,353 (87%)",61 (39%),"2,842",48 (52%),141,27,54,23,11,0,1,6,2,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '12/11/2002', 'Appearances (Sub)': '37 (5)', 'Assists': '1', 'XG': '0.33', 'XA': '2.68', 'Shots On Target Inside the Box': '3', 'Touches in the Opposition Box': '45', 'Crosses (Completed %)': '52 (21%)', 'Passes (Completed %)': '1,353 (87%)', 'Long Passes (Completed %)': '61 (39%)', 'Corners Taken': '1', 'Minutes Played': '2,842', 'Dribbles (Completed %)': '48 (52%)', 'Duels Won': '141', 'Aerial Duels Won': '27', 'Total Tackles': '54', 'Interceptions': '23', 'Blocks': '11', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '6', 'Offsides': '2'}"
Giovani Lo Celso,Left,09/04/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Argentina', 'Preferred Foot': 'Left', 'Date of Birth': '09/04/1996'}"
João Palhinha,Right,09/07/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Portugal', 'Preferred Foot': 'Right', 'Date of Birth': '09/07/1995'}"
Pedro Neto,Left,09/03/2000,35 (11),4,6,4.77,3.5,25,14,731 (89%),37 (62%),"2,268",80 (43%),101,12,23,9,2,0,8,21,3,"{'Nationality': 'Portugal', 'Preferred Foot': 'Left', 'Date of Birth': '09/03/2000', 'Appearances (Sub)': '35 (11)', 'Goals': '4', 'Assists': '6', 'XG': '3.5', 'XA': '4.77', 'Shots On Target Inside the Box': '25', 'Shots On Target Outside the Box': '14', 'Touches in the Opposition Box': '127', 'Hit Woodwork': '1', 'Crosses (Completed %)': '108 (31%)', 'Passes (Completed %)': '731 (89%)', 'Long Passes (Completed %)': '37 (62%)', 'Corners Taken': '56', 'Minutes Played': '2,268', 'Dribbles (Completed %)': '80 (43%)', 'Duels Won': '101', 'Aerial Duels Won': '12', 'Total Tackles': '23', 'Interceptions': '9', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '8', 'Fouls': '21', 'Offsides': '3'}"
Andy Lonergan,Left,19/10/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '19/10/1983'}"
Sean Longstaff,Right,30/10/1997,25 (17),0,0,4,0.23,23,1,343 (86%),15 (73%),786,6 (33%),42,9,27,7,5,0,2,9,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '30/10/1997', 'Appearances (Sub)': '25 (17)', 'XG': '0.6', 'XA': '0.23', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '23', 'Hit Woodwork': '1', 'Passes (Completed %)': '343 (86%)', 'Long Passes (Completed %)': '15 (73%)', 'Corners Taken': '1', 'Minutes Played': '786', 'Dribbles (Completed %)': '6 (33%)', 'Duels Won': '42', 'Aerial Duels Won': '9', 'Total Tackles': '27', 'Interceptions': '7', 'Blocks': '5', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '9'}"
